# Battlezone PSP golden tank traces from HoverTank::drive 0x954a0 run under emulation.
# state fields: right3 up3 at3 pos3 vel3 omega3 probeT4 probeIndex airborne tooSteep steerHold steerDir maxFwdSpeed nitroMeter nitroMult nitroDuration nitroEngaged nitroForced nitroOverspeedTimer lastFwdSpeed slowed slowFactor dead
# line: scenario tick dt steer throttle strafe boost ground | pre... | post...
turn_hold_medium 1 51 0.03333333333333333 1 1 0 0 0:0 | -0.613242686 -0.00981877837 -0.789833486 -0.0309805833 0.999452353 0.0116293058 0.789286733 0.03160109 -0.613211036 49.027565 7.23992348 73.1019669 77.9436493 -0.0103746057 28.2937183 -0.00805234537 1.90080142 0.00671641901 0.727761805 0.732158124 0.715817332 0.71769017 3 0 0 1.39999998 0 68 1 1 1 0 0 0 48.5535927 0 1 0 | -0.613242686 -0.00981877837 -0.789833486 -0.0309805833 0.999452353 0.0116293058 0.789286733 0.03160109 -0.613211036 49.027565 7.23992348 73.1019669 79.2266159 0.932465672 25.40238 -0.00443715602 1.90084195 0.00710153207 0.727761805 0.732158124 0.715817332 0.719635844 0 0 0 1.43333328 0 68 1 1 1 0 0 0 46.9849625 0 1 0
turn_hold_medium 1 52 0.03333333333333333 1 1 0 0 0:0 | -0.66202122 -0.0100836381 -0.749417245 -0.0304231718 0.999446929 0.0134273982 0.748867393 0.0316888727 -0.661961854 51.6684532 7.23767233 73.9487152 79.2266159 -0.0675343275 25.40238 -0.00443715602 1.90084195 0.00710153207 0.727761805 0.732158124 0.715817332 0.719635844 0 0 0 1.43333328 0 68 1 1 1 0 0 0 46.9849625 0 1 0 | -0.66202122 -0.0100836381 -0.749417245 -0.0304231718 0.999446929 0.0134273982 0.748867393 0.0316888727 -0.661961854 51.6684532 7.23767233 73.9487152 80.3234711 0.783114254 22.4360924 -0.0028731823 1.9008832 0.00707836077 0.72808826 0.732158124 0.715817332 0.719635844 1 0 0 1.46666658 0 68 1 1 1 0 0 0 45.3246078 0 1 0
turn_hold_medium 1 53 0.03333333333333333 1 1 0 0 0:0 | -0.708143651 -0.0103150522 -0.705993056 -0.02975058 0.999441206 0.0152386725 0.705441356 0.0317948721 -0.708054841 54.3459015 7.230443 74.6965866 80.3234711 -0.216885746 22.4360924 -0.0028731823 1.9008832 0.00707836077 0.72808826 0.732158124 0.715817332 0.719635844 1 0 0 1.46666658 0 68 1 1 1 0 0 0 45.3246078 0 1 0 | -0.708143651 -0.0103150522 -0.705993056 -0.02975058 0.999441206 0.0152386725 0.705441356 0.0317948721 -0.708054841 54.3459015 7.230443 74.6965866 81.2295074 0.608250201 19.4070358 -0.00180486962 1.90092266 0.0088067688 0.72808826 0.731466293 0.715817332 0.719635844 2 0 0 1.49999988 0 68 1 1 1 0 0 0 43.5807457 0 1 0
turn_hold_medium 1 54 0.03333333333333333 1 1 0 0 0:0 | -0.751424134 -0.0105704544 -0.659734845 -0.0290210377 0.999433517 0.0170411523 0.659180999 0.0319513232 -0.751305223 57.0535507 7.21738482 75.3434906 81.2295074 -0.391749799 19.4070358 -0.00180486962 1.90092266 0.0088067688 0.72808826 0.731466293 0.715817332 0.719635844 2 0 0 1.49999988 0 68 1 1 1 0 0 0 43.5807457 0 1 0 | -0.751424134 -0.0105704544 -0.659734845 -0.0290210377 0.999433517 0.0170411523 0.659180999 0.0319513232 -0.751305223 57.0535507 7.21738482 75.3434906 81.9408493 0.651956081 16.3277874 -0.00149067119 1.90096092 0.00236529112 0.72808826 0.731466293 0.713234127 0.719635844 3 0 0 1.53333318 0 68 1 1 1 0 0 0 41.7675285 0 1 0
turn_hold_medium 1 55 0.03333333333333333 1 1 0 0 0:0 | -0.791691601 -0.0106628826 -0.610827923 -0.0279640183 0.999432147 0.0187975187 0.610280633 0.0319630392 -0.791540205 59.7849121 7.20578337 75.8877487 81.9408493 -0.348043919 16.3277874 -0.00149067119 1.90096092 0.00236529112 0.72808826 0.731466293 0.713234127 0.719635844 3 0 0 1.53333318 0 68 1 1 1 0 0 0 41.7675285 0 1 0 | -0.791691601 -0.0106628826 -0.610827923 -0.0279640183 0.999432147 0.0187975187 0.610280633 0.0319630392 -0.791540205 59.7849121 7.20578337 75.8877487 82.4560013 0.651248157 13.2095871 -0.0109477416 1.9009918 -0.000740408897 0.72808826 0.731466293 0.713234127 0.716318309 0 0 0 1.56666648 0 68 1 1 1 0 0 0 39.8861961 0 1 0
turn_hold_medium 1 56 0.03333333333333333 1 1 0 0 0:0 | -0.828782856 -0.0108564859 -0.559464991 -0.0267044622 0.999439955 0.0201653279 0.558932722 0.0316528901 -0.828608632 62.5334473 7.19415808 76.3280716 82.4560013 -0.348751843 13.2095871 -0.0109477416 1.9009918 -0.000740408897 0.72808826 0.731466293 0.713234127 0.716318309 0 0 0 1.56666648 0 68 1 1 1 0 0 0 39.8861961 0 1 0 | -0.828782856 -0.0108564859 -0.559464991 -0.0267044622 0.999439955 0.0201653279 0.558932722 0.0316528901 -0.828608632 62.5334473 7.19415808 76.3280716 82.7740097 0.563058615 10.0632153 -0.00494723767 1.9010303 -0.0047980696 0.723575056 0.731466293 0.713234127 0.716318309 1 0 0 1.59999979 0 68 1 1 1 0 0 0 37.944458 0 1 0
turn_hold_medium 1 57 0.03333333333333333 1 1 0 0 0:0 | -0.862549424 -0.0108090583 -0.505857348 -0.0252193715 0.999447584 0.021646155 0.505343914 0.0314282812 -0.862345517 65.2925797 7.17959356 76.6635132 82.7740097 -0.436941385 10.0632153 -0.00494723767 1.9010303 -0.0047980696 0.723575056 0.731466293 0.713234127 0.716318309 1 0 0 1.59999979 0 68 1 1 1 0 0 0 37.944458 0 1 0 | -0.862549424 -0.0108090583 -0.505857348 -0.0252193715 0.999447584 0.021646155 0.505343914 0.0314282812 -0.862345517 65.2925797 7.17959356 76.6635132 82.8928146 0.446112663 6.90176439 0.0024298206 1.9010576 0.00574683771 0.723575056 0.726406813 0.713234127 0.716318309 2 0 0 1.63333309 0 68 1 1 1 0 0 0 35.9516945 0 1 0
turn_hold_medium 1 58 0.03333333333333333 1 1 0 0 0:0 | -0.892850161 -0.0109385177 -0.450221002 -0.0239867475 0.999441028 0.0232867133 0.449714631 0.0315908827 -0.892613471 68.0556717 7.16113043 76.8935699 82.8928146 -0.553887367 6.90176439 0.0024298206 1.9010576 0.00574683771 0.723575056 0.726406813 0.713234127 0.716318309 2 0 0 1.63333309 0 68 1 1 1 0 0 0 35.9516945 0 1 0 | -0.892850161 -0.0109385177 -0.450221002 -0.0239867475 0.999441028 0.0232867133 0.449714631 0.0315908827 -0.892613471 68.0556717 7.16113043 76.8935699 82.8105011 0.552773297 3.74034786 0.00258827209 1.90108025 -0.00329104811 0.723575056 0.726406813 0.70760715 0.716318309 3 0 0 1.66666639 0 68 1 1 1 0 0 0 33.9198723 0 1 0
turn_hold_medium 1 59 0.03333333333333333 1 1 0 0 0:0 | -0.919570386 -0.0108026946 -0.392776757 -0.0223516282 0.999441504 0.0248416755 0.392289042 0.0316228718 -0.919298291 70.8160248 7.14622307 77.0182495 82.8105011 -0.447226703 3.74034786 0.00258827209 1.90108025 -0.00329104811 0.723575056 0.726406813 0.70760715 0.716318309 3 0 0 1.66666639 0 68 1 1 1 0 0 0 33.9198723 0 1 0 | -0.919570386 -0.0108026946 -0.392776757 -0.0223516282 0.999441504 0.0248416755 0.392289042 0.0316228718 -0.919298291 70.8160248 7.14622307 77.0182495 82.5283737 0.610709965 0.590287685 -0.0135135129 1.90108669 -0.00292767584 0.723575056 0.726406813 0.70760715 0.710458279 0 0 0 1.69999969 0 68 1 1 1 0 0 0 31.8516388 0 1 0
turn_hold_medium 1 60 0.03333333333333333 1 1 0 0 0:0 | -0.942598999 -0.0108754886 -0.333749712 -0.0206504017 0.999454975 0.0257542897 0.333287716 0.0311680343 -0.942309856 73.5669708 7.1332469 77.0379257 82.5283737 -0.389290035 0.590287685 -0.0135135129 1.90108669 -0.00292767584 0.723575056 0.726406813 0.70760715 0.710458279 0 0 0 1.69999969 0 68 1 1 1 0 0 0 31.8516388 0 1 0 | -0.942598999 -0.0108754886 -0.333749712 -0.0206504017 0.999454975 0.0257542897 0.333287716 0.0311680343 -0.942309856 73.5669708 7.1332469 77.0379257 82.0485916 0.577476978 -2.5387466 -0.00824092329 1.90110433 -0.00954281539 0.717383206 0.726406813 0.70760715 0.710458279 1 0 0 1.73333299 0 68 1 1 1 0 0 0 29.756073 0 1 0
turn_hold_medium 1 61 0.03333333333333333 1 1 0 0 0:0 | -0.961845934 -0.0106559079 -0.273384064 -0.0186689775 0.999468446 0.0267259032 0.272953957 0.0308100022 -0.961533606 76.3019257 7.11916256 76.9533005 82.0485916 -0.422523022 -2.5387466 -0.00824092329 1.90110433 -0.00954281539 0.717383206 0.726406813 0.70760715 0.710458279 1 0 0 1.73333299 0 68 1 1 1 0 0 0 29.756073 0 1 0 | -0.961845934 -0.0106559079 -0.273384064 -0.0186689775 0.999468446 0.0267259032 0.272953957 0.0308100022 -0.961533606 76.3019257 7.11916256 76.9533005 81.372261 0.509211123 -5.63353539 0.00353330374 1.90110981 0.00110736862 0.717383206 0.720209479 0.70760715 0.710458279 2 0 0 1.76666629 0 68 1 1 1 0 0 0 27.643404 0 1 0
turn_hold_medium 1 62 0.03333333333333333 1 1 0 0 0:0 | -0.977227807 -0.0106631191 -0.211924881 -0.0169721488 0.999464571 0.0279733296 0.211513132 0.0309331361 -0.976885557 79.0143356 7.10280275 76.7655182 81.372261 -0.490788877 -5.63353539 0.00353330374 1.90110981 0.00110736862 0.717383206 0.720209479 0.70760715 0.710458279 2 0 0 1.76666629 0 68 1 1 1 0 0 0 27.643404 0 1 0 | -0.977227807 -0.0106631191 -0.211924881 -0.0169721488 0.999464571 0.0279733296 0.211513132 0.0309331361 -0.976885557 79.0143356 7.10280275 76.7655182 80.5010529 0.658235729 -8.67833996 0.00263868272 1.9011116 -0.00652115326 0.717383206 0.720209479 0.70196104 0.710458279 3 0 0 1.79999959 0 68 1 1 1 0 0 0 25.5251369 0 1 0
turn_hold_medium 1 63 0.03333333333333333 1 1 0 0 0:0 | -0.988689363 -0.0104334764 -0.149614483 -0.0149466926 0.999465525 0.0290729608 0.149231195 0.0309803691 -0.988316894 81.6977005 7.09141064 76.4762421 80.5010529 -0.341764271 -8.67833996 0.00263868272 1.9011116 -0.00652115326 0.717383206 0.720209479 0.70196104 0.710458279 3 0 0 1.79999959 0 68 1 1 1 0 0 0 25.5251369 0 1 0 | -0.988689363 -0.0104334764 -0.149614483 -0.0149466926 0.999465525 0.0290729608 0.149231195 0.0309803691 -0.988316894 81.6977005 7.09141064 76.4762421 79.4389267 0.752131402 -11.6621037 -0.0112428069 1.90109825 -0.00194785185 0.717383206 0.720209479 0.70196104 0.705031693 0 0 0 1.8333329 0 68 1 1 1 0 0 0 23.4039211 0 1 0
turn_hold_medium 1 64 0.03333333333333333 1 1 0 0 0:0 | -0.996180117 -0.0104133124 -0.086698994 -0.0130225858 0.999477446 0.0295847766 0.086345613 0.0306008104 -0.99579519 84.345665 7.08314848 76.0875015 79.4389267 -0.247868598 -11.6621037 -0.0112428069 1.90109825 -0.00194785185 0.717383206 0.720209479 0.70196104 0.705031693 0 0 0 1.8333329 0 68 1 1 1 0 0 0 23.4039211 0 1 0 | -0.996180117 -0.0104133124 -0.086698994 -0.0130225858 0.999477446 0.0295847766 0.086345613 0.0306008104 -0.99579519 84.345665 7.08314848 76.0875015 78.1903534 0.747028947 -14.5755329 -0.00903984159 1.90109539 -0.00766131096 0.712352395 0.720209479 0.70196104 0.705031693 1 0 0 1.8666662 0 68 1 1 1 0 0 0 21.2884998 0 1 0
turn_hold_medium 1 65 0.03333333333333333 1 1 0 0 0:0 | -0.999673545 -0.0101749785 -0.0234362464 -0.0108773839 0.999489486 0.0300410241 0.0231186152 0.0302861426 -0.999273896 86.9520111 7.07471609 75.6016541 78.1903534 -0.252971053 -14.5755329 -0.00903984159 1.90109539 -0.00766131096 0.712352395 0.720209479 0.70196104 0.705031693 1 0 0 1.8666662 0 68 1 1 1 0 0 0 21.2884998 0 1 0 | -0.999673545 -0.0101749785 -0.0234362464 -0.0108773839 0.999489486 0.0300410241 0.0231186152 0.0302861426 -0.999273896 86.9520111 7.07471609 75.6016541 76.7597809 0.70128727 -17.4062653 0.00144677609 1.90108514 -0.00187131763 0.712352395 0.715563834 0.70196104 0.705031693 2 0 0 1.8999995 0 68 1 1 1 0 0 0 19.1894455 0 1 0
turn_hold_medium 1 66 0.03333333333333333 1 1 0 0 0:0 | -0.999151826 -0.0101130148 0.0399167538 -0.00888931006 0.999488652 0.0307157543 -0.0402069688 0.0303348694 -0.998730779 89.5106735 7.06475878 75.0214462 76.7597809 -0.29871273 -17.4062653 0.00144677609 1.90108514 -0.00187131763 0.712352395 0.715563834 0.70196104 0.705031693 2 0 0 1.8999995 0 68 1 1 1 0 0 0 19.1894455 0 1 0 | -0.999151826 -0.0101130148 0.0399167538 -0.00888931006 0.999488652 0.0307157543 -0.0402069688 0.0303348694 -0.998730779 89.5106735 7.06475878 75.0214462 75.1527863 0.862052679 -20.1402893 0.000672407448 1.90107393 -0.00581262354 0.712352395 0.715563834 0.698386312 0.705031693 3 0 0 1.9333328 0 68 1 1 1 0 0 0 17.1192112 0 1 0
turn_hold_medium 1 67 0.03333333333333333 1 1 0 0 0:0 | -0.994620502 -0.00992140267 0.103109486 -0.00673210435 0.999489427 0.0312332883 -0.103366725 0.0303711258 -0.994179547 92.01577 7.06016064 74.3501053 75.1527863 -0.137947321 -20.1402893 0.000672407448 1.90107393 -0.00581262354 0.712352395 0.715563834 0.698386312 0.705031693 3 0 0 1.9333328 0 68 1 1 1 0 0 0 17.1192112 0 1 0 | -0.994620502 -0.00992140267 0.103109486 -0.00673210435 0.999489427 0.0312332883 -0.103366725 0.0303711258 -0.994179547 92.01577 7.06016064 74.3501053 73.3759613 0.962646067 -22.7673664 -0.00589780509 1.90105402 -0.00109479297 0.712352395 0.715563834 0.698386312 0.701926112 0 0 0 1.9666661 0 68 1 1 1 0 0 0 15.0794535 0 1 0
turn_hold_medium 1 68 0.03333333333333333 1 1 0 0 0:0 | -0.986095011 -0.00985879917 0.165889889 -0.00471048476 0.999495804 0.031399399 -0.16611582 0.0301813688 -0.985644281 94.4616318 7.05891562 73.5911942 73.3759613 -0.0373539329 -22.7673664 -0.00589780509 1.90105402 -0.00109479297 0.712352395 0.715563834 0.698386312 0.701926112 0 0 0 1.9666661 0 68 1 1 1 0 0 0 15.0794535 0 1 0 | -0.986095011 -0.00985879917 0.165889889 -0.00471048476 0.999495804 0.031399399 -0.16611582 0.0301813688 -0.985644281 94.4616318 7.05891562 73.5911942 71.4361496 0.957211852 -25.2782345 -0.00594278425 1.90104067 -0.00338827632 0.70995605 0.715563834 0.698386312 0.701926112 1 0 0 1.9999994 0 68 1 1 1 0 0 0 13.0775623 0 1 0
turn_hold_medium 1 69 0.03333333333333333 1 1 0 0 0:0 | -0.973611772 -0.00970906857 0.228003994 -0.00260610483 0.99950248 0.0314332359 -0.228195742 0.0300095659 -0.973152697 96.8428345 7.0574894 72.7485886 71.4361496 -0.0427881479 -25.2782345 -0.00594278425 1.90104067 -0.00338827632 0.70995605 0.715563834 0.698386312 0.701926112 1 0 0 1.9999994 0 68 1 1 1 0 0 0 13.0775623 0 1 0 | -0.973611772 -0.00970906857 0.228003994 -0.00260610483 0.99950248 0.0314332359 -0.228195742 0.0300095659 -0.973152697 96.8428345 7.0574894 72.7485886 69.3409195 0.908299148 -27.6623306 -0.00141054392 1.90102601 -0.00202659145 0.70995605 0.713692665 0.698386312 0.701926112 2 0 0 2.03333282 0 68 1 1 1 0 0 0 11.1236267 0 1 0
turn_hold_medium 1 70 0.03333333333333333 1 1 0 0 0:0 | -0.957219958 -0.00963166635 0.289200962 -0.000544374692 0.99950403 0.0314860754 -0.289360791 0.0299816672 -0.956750453 99.1541977 7.05443287 71.8265076 69.3409195 -0.0917008519 -27.6623306 -0.00141054392 1.90102601 -0.00202659145 0.70995605 0.713692665 0.698386312 0.701926112 2 0 0 2.03333282 0 68 1 1 1 0 0 0 11.1236267 0 1 0 | -0.957219958 -0.00963166635 0.289200962 -0.000544374692 0.99950403 0.0314860754 -0.289360791 0.0299816672 -0.956750453 99.1541977 7.05443287 71.8265076 67.0988312 1.05710208 -29.9089508 -0.000659249723 1.90101194 -0.00254464708 0.70995605 0.713692665 0.697520614 0.701926112 3 0 0 2.06666613 0 68 1 1 1 0 0 0 9.23132515 0 1 0
turn_hold_medium 1 71 0.03333333333333333 1 1 0 0 0:0 | -0.936986029 -0.00954428781 0.349236399 0.00153459061 0.999504685 0.0314327218 -0.349363416 0.0299879555 -0.936507285 101.390823 7.0563364 70.8295441 67.0988312 0.0571020842 -29.9089508 -0.000659249723 1.90101194 -0.00254464708 0.70995605 0.713692665 0.697520614 0.701926112 3 0 0 2.06666613 0 68 1 1 1 0 0 0 9.23132515 0 1 0 | -0.936986029 -0.00954428781 0.349236399 0.00153459061 0.999504685 0.0314327218 -0.349363416 0.0299879555 -0.936507285 101.390823 7.0563364 70.8295441 64.7189407 1.14385438 -32.0094528 -0.000652763993 1.90099728 -0.00184757821 0.70995605 0.713692665 0.697520614 0.701544881 0 0 0 2.09999943 0 68 1 1 1 0 0 0 7.40095758 0 1 0
turn_hold_medium 1 72 0.03333333333333333 1 1 0 0 0:0 | -0.912990987 -0.00947906263 0.407869577 0.00358278723 0.999505222 0.0312487762 -0.407963991 0.0299911611 -0.912505269 103.548119 7.06113148 69.7625656 64.7189407 0.14385438 -32.0094528 -0.000652763993 1.90099728 -0.00184757821 0.70995605 0.713692665 0.697520614 0.701544881 0 0 0 2.09999943 0 68 1 1 1 0 0 0 7.40095758 0 1 0 | -0.912990987 -0.00947906263 0.407869577 0.00358278723 0.999505222 0.0312487762 -0.407963991 0.0299911611 -0.912505269 103.548119 7.06113148 69.7625656 62.2107773 1.12144744 -33.955204 -0.000884152949 1.90098345 -0.000653494149 0.710215569 0.713692665 0.697520614 0.701544881 1 0 0 2.13333273 0 68 1 1 1 0 0 0 5.6381793 0 1 0
turn_hold_medium 1 73 0.03333333333333333 1 1 0 0 0:0 | -0.885331035 -0.00944660511 0.464865297 0.00557521079 0.999506056 0.0309290588 -0.464927822 0.0299741775 -0.884841025 105.621811 7.06517982 68.630722 62.2107773 0.121447444 -33.955204 -0.000884152949 1.90098345 -0.000653494149 0.710215569 0.713692665 0.697520614 0.701544881 1 0 0 2.13333273 0 68 1 1 1 0 0 0 5.6381793 0 1 0 | -0.885331035 -0.00944660511 0.464865297 0.00557521079 0.999506056 0.0309290588 -0.464927822 0.0299741775 -0.884841025 105.621811 7.06517982 68.630722 59.5843964 1.0558064 -35.7381554 -0.00294215232 1.90097272 -0.000454634428 0.710215569 0.714402139 0.697520614 0.701544881 2 0 0 2.16666603 0 68 1 1 1 0 0 0 3.95178938 0 1 0
turn_hold_medium 1 74 0.03333333333333333 1 1 0 0 0:0 | -0.854117513 -0.00938511081 0.519995391 0.00753458636 0.999508917 0.030415507 -0.520025492 0.0298963673 -0.853627384 107.607956 7.06703997 67.4394531 59.5843964 0.0558063984 -35.7381554 -0.00294215232 1.90097272 -0.000454634428 0.710215569 0.714402139 0.697520614 0.701544881 2 0 0 2.16666603 0 68 1 1 1 0 0 0 3.95178938 0 1 0 | -0.854117513 -0.00938511081 0.519995391 0.00753458636 0.999508917 0.030415507 -0.520025492 0.0298963673 -0.853627384 107.607956 7.06703997 67.4394531 56.8501701 1.18406355 -37.3513489 -0.000328782946 1.90096319 0.000727653503 0.710215569 0.714402139 0.698847711 0.701544881 3 0 0 2.19999933 0 68 1 1 1 0 0 0 2.35599566 0 1 0
turn_hold_medium 1 75 0.03333333333333333 1 1 0 0 0:0 | -0.819475472 -0.00939942151 0.573037207 0.00942089316 0.999509454 0.0298671741 -0.573036849 0.0298739374 -0.818984926 109.50296 7.07317543 66.1944046 56.8501701 0.184063554 -37.3513489 -0.000328782946 1.90096319 0.000727653503 0.710215569 0.714402139 0.698847711 0.701544881 3 0 0 2.19999933 0 68 1 1 1 0 0 0 2.35599566 0 1 0 | -0.819475472 -0.00939942151 0.573037207 0.00942089316 0.999509454 0.0298671741 -0.573036849 0.0298739374 -0.818984926 109.50296 7.07317543 66.1944046 54.0191193 1.25138116 -38.7885323 0.00234353542 1.90095818 -0.00358894095 0.710215569 0.714402139 0.698847711 0.703222632 0 0 0 2.23333263 0 68 1 1 1 0 0 0 0.849660993 0 1 0
turn_hold_medium 1 76 0.03333333333333333 1 1 0 0 0:0 | -0.781545639 -0.00935038552 0.623778045 0.0114152264 0.999505937 0.029284915 -0.623743653 0.0300080646 -0.781052709 111.303596 7.08155489 64.9014511 54.0191193 0.251381159 -38.7885323 0.00234353542 1.90095818 -0.00358894095 0.710215569 0.714402139 0.698847711 0.703222632 0 0 0 2.23333263 0 68 1 1 1 0 0 0 0.849660993 0 1 0 | -0.781545639 -0.00935038552 0.623778045 0.0114152264 0.999505937 0.029284915 -0.623743653 0.0300080646 -0.781052709 111.303596 7.08155489 64.9014511 51.1032677 1.21047807 -40.0429001 0.00324258953 1.90094936 -0.00051047653 0.712287068 0.714402139 0.698847711 0.703222632 1 0 0 2.26666594 0 68 1 1 1 0 0 0 -0.563399196 0 1 0
turn_hold_medium 1 77 0.03333333333333333 1 1 0 0 0:0 | -0.740478098 -0.0094074849 0.672014654 0.0132671325 0.999502599 0.028610725 -0.671949565 0.0301013216 -0.73998493 113.007042 7.08857059 63.5666885 51.1032677 0.210478067 -40.0429001 0.00324258953 1.90094936 -0.00051047653 0.712287068 0.714402139 0.698847711 0.703222632 1 0 0 2.26666594 0 68 1 1 1 0 0 0 -0.563399196 0 1 0 | -0.740478098 -0.0094074849 0.672014654 0.0132671325 0.999502599 0.028610725 -0.671949565 0.0301013216 -0.73998493 113.007042 7.08857059 63.5666885 48.1144104 1.12858236 -41.1093674 -0.0028475523 1.90094507 0.00117653236 0.712287068 0.716758847 0.698847711 0.703222632 2 0 0 2.29999924 0 68 1 1 1 0 0 0 -1.87617302 0 1 0
turn_hold_medium 1 78 0.03333333333333333 1 1 0 0 0:0 | -0.696438015 -0.00936970208 0.717555761 0.0150100309 0.999505818 0.027619632 -0.717459977 0.0300058965 -0.69595319 114.610855 7.09285688 62.1963768 48.1144104 0.128582358 -41.1093674 -0.0028475523 1.90094507 0.00117653236 0.712287068 0.716758847 0.698847711 0.703222632 2 0 0 2.29999924 0 68 1 1 1 0 0 0 -1.87617302 0 1 0 | -0.696438015 -0.00936970208 0.717555761 0.0150100309 0.999505818 0.027619632 -0.717459977 0.0300058965 -0.69595319 114.610855 7.09285688 62.1963768 45.0637741 1.24101353 -41.9844704 0.000989377499 1.90094173 0.00242769718 0.712287068 0.716758847 0.701410592 0.703222632 3 0 0 2.33333254 0 68 1 1 1 0 0 0 -3.07499051 0 1 0
turn_hold_medium 1 79 0.03333333333333333 1 1 0 0 0:0 | -0.649602294 -0.00944855902 0.760215521 0.0166490618 0.999506176 0.0266492348 -0.760091901 0.0299682785 -0.649124205 116.112984 7.10089064 60.7968941 45.0637741 0.241013527 -41.9844704 0.000989377499 1.90094173 0.00242769718 0.712287068 0.716758847 0.701410592 0.703222632 3 0 0 2.33333254 0 68 1 1 1 0 0 0 -3.07499051 0 1 0 | -0.649602294 -0.00944855902 0.760215521 0.0166490618 0.999506176 0.0266492348 -0.760091901 0.0299682785 -0.649124205 116.112984 7.10089064 60.7968941 41.9636116 1.2950778 -42.6649246 0.00293391943 1.90094507 -0.00517391041 0.712287068 0.716758847 0.701410592 0.705985129 0 0 0 2.36666584 0 68 1 1 1 0 0 0 -4.16255474 0 1 0
turn_hold_medium 1 80 0.03333333333333333 1 1 0 0 0:0 | -0.600161552 -0.00941706263 0.799823344 0.0184785016 0.999500632 0.025633717 -0.799665332 0.0301639102 -0.599687815 117.511772 7.11072636 59.3747292 41.9636116 0.295077801 -42.6649246 0.00293391943 1.90094507 -0.00517391041 0.712287068 0.716758847 0.701410592 0.705985129 0 0 0 2.36666584 0 68 1 1 1 0 0 0 -4.16255474 0 1 0 | -0.600161552 -0.00941706263 0.799823344 0.0184785016 0.999500632 0.025633717 -0.799665332 0.0301639102 -0.599687815 117.511772 7.11072636 59.3747292 38.8276672 1.24408376 -43.146843 0.0050848946 1.90094161 -0.00182919949 0.715222001 0.716758847 0.701410592 0.705985129 1 0 0 2.39999914 0 68 1 1 1 0 0 0 -5.1369772 0 1 0
turn_hold_medium 1 81 0.03333333333333333 1 1 0 0 0:0 | -0.548311055 -0.00952073559 0.836220264 0.0201308727 0.999495149 0.0245795399 -0.836032152 0.0303110778 -0.547842562 118.80603 7.11886263 57.9365005 38.8276672 0.244083762 -43.146843 0.0050848946 1.90094161 -0.00182919949 0.715222001 0.716758847 0.701410592 0.705985129 1 0 0 2.39999914 0 68 1 1 1 0 0 0 -5.1369772 0 1 0 | -0.548311055 -0.00952073559 0.836220264 0.0201308727 0.999495149 0.0245795399 -0.836032152 0.0303110778 -0.547842562 118.80603 7.11886263 57.9365005 35.6686363 1.15470862 -43.42836 -0.00204134732 1.90094256 0.00212297589 0.715222001 0.719852626 0.701410592 0.705985129 2 0 0 2.43333244 0 68 1 1 1 0 0 0 -5.99322224 0 1 0
turn_hold_medium 1 82 0.03333333333333333 1 1 0 0 0:0 | -0.494258493 -0.00949959457 0.869263053 0.0215740707 0.999498248 0.0231897533 -0.869047225 0.0302152764 -0.493805587 119.994987 7.12401962 56.4888878 35.6686363 0.154708624 -43.42836 -0.00204134732 1.90094256 0.00212297589 0.715222001 0.719852626 0.701410592 0.705985129 2 0 0 2.43333244 0 68 1 1 1 0 0 0 -5.99322224 0 1 0 | -0.494258493 -0.00949959457 0.869263053 0.0215740707 0.999498248 0.0231897533 -0.869047225 0.0302152764 -0.493805587 119.994987 7.12401962 56.4888878 32.4979401 1.26181734 -43.5091743 0.00225454941 1.90094399 0.00259815156 0.715222001 0.719852626 0.704459012 0.705985129 3 0 0 2.46666574 0 68 1 1 1 0 0 0 -6.71904516 0 1 0
turn_hold_medium 1 83 0.03333333333333333 1 1 0 0 0:0 | -0.438221961 -0.00960644614 0.898815453 0.0229150802 0.999498487 0.021854898 -0.89857465 0.0301737245 -0.437782079 121.078255 7.1327467 55.0385818 32.4979401 0.261817336 -43.5091743 0.00225454941 1.90094399 0.00259815156 0.715222001 0.719852626 0.704459012 0.705985129 3 0 0 2.46666574 0 68 1 1 1 0 0 0 -6.71904516 0 1 0 | -0.438221961 -0.00960644614 0.898815453 0.0229150802 0.999498487 0.021854898 -0.89857465 0.0301737245 -0.437782079 121.078255 7.1327467 55.0385818 29.3282509 1.31285608 -43.3892059 0.00203949958 1.9009521 -0.00619452819 0.715222001 0.719852626 0.704459012 0.709161222 0 0 0 2.49999905 0 68 1 1 1 0 0 0 -7.31899214 0 1 0
turn_hold_medium 1 84 0.03333333333333333 1 1 0 0 0:0 | -0.380429119 -0.00958390534 0.924760401 0.024461396 0.999492168 0.0204213597 -0.924486518 0.0303898118 -0.380001485 122.055862 7.14317513 53.5922737 29.3282509 0.312856078 -43.3892059 0.00203949958 1.9009521 -0.00619452819 0.715222001 0.719852626 0.704459012 0.709161222 0 0 0 2.49999905 0 68 1 1 1 0 0 0 -7.31899214 0 1 0 | -0.380429119 -0.00958390534 0.924760401 0.024461396 0.999492168 0.0204213597 -0.924486518 0.0303898118 -0.380001485 122.055862 7.14317513 53.5922737 26.1739922 1.26207447 -43.0681 0.00510888733 1.9009521 -0.00334561244 0.71847868 0.719852626 0.704459012 0.709161222 1 0 0 2.53333235 0 68 1 1 1 0 0 0 -7.79320669 0 1 0
